locationid	userid	sumcrop	centroid_X	centroid_Y
1638432	222222	0	99.25	34.95238095
1638458	222222	0	73.25	33.95238095
1638472	222222	0	92.25	30.95238095
1638503	222222	0	110.25	40.95238095
1638517	222222	0	-120.75	37.95238095
1638533	222222	0	-112.75	33.95238095
1638581	222222	0	74.25	41.95238095
1638591	222222	0	25.25	-29.04761905
1638595	222222	0	42.25	38.95238095
1638604	222222	0	110.25	35.95238095
1638614	222222	0	98.25	17.95238095
1638615	222222	0	68.25	50.95238095
1638616	222222	0	37.25	39.95238095
1638628	222222	0	102.25	36.95238095
1638660	222222	0	45.25	36.95238095
1638690	222222	16	29.25	38.95238095
1638710	222222	0	11.25	43.95238095
1638752	222222	0	-74.04761905	6.25
1638763	222222	0	138.952381	-6.75
1638769	222222	0	101.952381	5.25
1638776	222222	0	-51.04761905	-11.75
1638777	222222	0	-61.04761905	-15.75
1638781	222222	0	-59.04761905	-25.75
1638872	222222	0	100.952381	29.25
1638919	222222	0	-61.04761905	-18.75
1638933	222222	0	-50.04761905	-14.75
1638966	222222	0	-44.04761905	-14.75
1638975	222222	0	-75.04761905	3.25
1638998	222222	0	102.952381	0.25
1639005	222222	16	14.95238095	-17.75
1639062	222222	0	25.95238095	4.25
1639088	222222	0	25.95238095	-9.75
1639097	222222	0	-39.04761905	-11.75
1639114	222222	0	6.952380953	5.25
1639140	222222	0	-8.047619047	6.25
1639175	222222	0	-75.04761905	-8.75
1639189	222222	0	110.952381	1.25
1639255	222222	0	-104.047619	34.25
1639306	222222	0	-91.04761905	16.25
1639332	222222	0	-8.047619047	5.25
1639334	222222	0	35.95238095	9.25
1639360	222222	0	140.952381	-5.75
1639363	222222	0	-49.04761905	-10.75
1639372	222222	0	90.95238095	29.25
1639393	222222	0	-6.047619047	6.25
1639412	222222	0	39.95238095	0.25
1639424	222222	0	-106.047619	34.25
1639461	222222	0	140.952381	-4.75
1639477	222222	0	34.95238095	-3.75
1639478	222222	0	123.952381	-5.75
1639483	222222	0	-74.04761905	9.25
1639508	222222	0	-64.04761905	-21.75
1639510	222222	16	101.952381	23.25
1639521	222222	0	81.95238095	30.25
1639522	222222	0	23.95238095	12.25
1639526	222222	0	143.952381	-6.75
1639565	222222	0	30.95238095	2.25
1639571	222222	0	88.95238095	30.25
1639586	222222	32	-89.04761905	17.25
1639601	222222	0	27.95238095	-26.75
1639619	222222	0	-8.047619047	8.25
1639641	222222	0	121.25	59.95238095
1639649	222222	0	-100.75	54.95238095
1639660	222222	0	24.25	67.95238095
1639682	222222	0	5.25	61.95238095
1639689	222222	0	70.25	50.95238095
1639698	222222	0	106.25	49.95238095
1639737	222222	0	73.25	51.95238095
1639761	222222	0	92.95238095	29.25
1639795	222222	0	71.95238095	39.25
1639846	222222	0	-49.04761905	-22.75
1639848	222222	0	-54.04761905	-23.75
1639861	222222	88	-58.04761905	-33.75
1639868	222222	0	-103.047619	47.25
1639869	222222	0	-104.047619	36.25
1639872	222222	0	-56.04761905	-29.75
1639928	222222	0	174.952381	-38.75
1639948	222222	0	-108.047619	47.25
1639951	222222	0	101.952381	34.25
1639974	222222	0	108.952381	37.25
1640040	222222	0	35.95238095	36.25
1640048	222222	0	-111.047619	31.25
1640079	222222	0	143.952381	-30.75
1640088	222222	0	-0.047619047	44.25
1640091	222222	0	31.95238095	37.25
1640108	222222	0	66.95238095	25.25
1640110	222222	0	74.95238095	45.25
1640129	222222	0	29.95238095	37.25
1640168	222222	64	106.952381	40.25
1640185	222222	0	66.95238095	42.25
1640202	222222	0	-99.04761905	37.25
1640207	222222	0	161.952381	-9.75
1640247	222222	0	19.95238095	-16.75
1640256	222222	0	75.95238095	49.25
1640307	222222	0	-90.04761905	46.25
1640320	222222	0	-6.047619047	32.25
1640321	222222	0	87.95238095	29.25
1640325	222222	0	70.95238095	32.25
1640336	222222	0	-98.04761905	33.25
1640337	222222	0	100.952381	26.25
1640339	222222	0	29.95238095	-22.75
1640369	222222	0	40.95238095	40.25
1640373	222222	0	108.952381	36.25
1640447	222222	0	172.952381	-43.75
1640451	222222	0	-114.047619	37.25
1640489	222222	0	-41.44940476	-14.34821429
1640503	222222	0	125.5505952	9.651785714
1640509	222222	0	-76.44940476	-0.348214286
1640536	222222	0	-58.44940476	-13.34821429
1640541	222222	0	79.55059524	29.65178571
1640554	222222	0	-108.4494048	30.65178571
1640559	222222	0	-75.44940476	5.651785714
1640578	222222	0	151.5505952	-5.348214286
1640616	222222	0	-37.44940476	-8.348214286
1640625	222222	0	108.5505952	-7.348214286
1640638	222222	0	-49.44940476	-9.348214286
1640654	222222	0	-47.44940476	-5.348214286
1640697	222222	0	121.5505952	-2.348214286
1640760	222222	44	23.55059524	10.65178571
1640806	222222	0	24.55059524	-8.348214286
1640826	222222	0	19.55059524	-6.348214286
1640859	222222	36	-62.44940476	-26.34821429
1640890	222222	0	-66.44940476	8.651785714
1640923	222222	0	-37.44940476	-5.348214286
1640934	222222	0	-48.44940476	-6.348214286
1640935	222222	0	-107.4494048	26.65178571
1640949	222222	0	47.55059524	7.651785714
1640969	222222	0	126.5505952	-3.348214286
1640980	222222	0	-3.449404762	10.65178571
1640985	222222	0	127.5505952	0.651785714
1640989	222222	0	92.55059524	10.65178571
1641049	222222	0	115.5505952	-2.348214286
1641051	222222	0	35.55059524	1.651785714
1641055	222222	0	38.55059524	-2.348214286
1641097	222222	0	20.55059524	4.651785714
1641122	222222	0	-45.44940476	-16.34821429
1641123	222222	0	-60.44940476	-9.348214286
1641134	222222	0	37.55059524	-16.34821429
1641135	222222	0	101.5505952	4.651785714
1641150	222222	0	44.55059524	6.651785714
1641162	222222	20	-35.44940476	-6.348214286
1641165	222222	52	-78.44940476	-7.348214286
1641200	222222	0	-5.449404762	7.651785714
1641209	222222	0	27.55059524	8.651785714
1641218	222222	0	-45.44940476	-5.348214286
1641323	222222	32	140.75	-8.047619048
1641329	222222	100	-97.25	18.95238095
1641356	222222	0	100.75	49.95238095
1641362	222222	32	-78.25	21.95238095
1641377	222222	0	-50.25	-30.04761905
1641396	222222	0	14.75	46.95238095
1641407	222222	0	-45.25	-3.047619048
1641425	222222	0	53.75	48.95238095
1641475	222222	68	-47.25	-20.04761905
1641499	222222	40	111.75	27.95238095
1641557	222222	88	109.75	22.95238095
1641577	222222	0	-110.25	40.95238095
1641595	222222	100	-111.25	47.95238095
1641597	222222	0	36.75	40.95238095
1641617	222222	0	-62.25	-11.04761905
1641653	222222	0	55.75	37.95238095
1641658	222222	0	15.75	44.95238095
1641673	222222	0	99.75	21.95238095
1641703	222222	100	139.75	-35.04761905
1641714	222222	36	22.75	62.95238095
1641741	222222	0	-66.25	47.95238095
1641756	222222	8	21.75	47.95238095
1641772	222222	96	-109.25	45.95238095
1641774	222222	40	125.75	39.95238095
1641790	222222	100	41.75	56.95238095
1641797	222222	24	-55.25	-27.04761905
1641801	222222	0	6.75	52.95238095
1641804	222222	0	-98.25	38.95238095
1641819	222222	0	-110.25	51.95238095
1641845	222222	0	120.75	46.95238095
1641860	222222	0	113.75	49.95238095
1641865	222222	0	111.75	40.95238095
1641974	222222	12	141.75	-34.04761905
1641994	222222	0	120.75	44.95238095
1642021	222222	72	-49.25	-23.04761905
1642035	222222	0	57.75	52.95238095
1642061	222222	0	-112.25	50.95238095
1642062	222222	0	-55.25	-28.04761905
1642090	222222	0	125.75	50.95238095
1642100	222222	0	69.75	29.95238095
1642116	222222	92	-1.25	52.95238095
1642136	222222	48	-8.25	42.95238095
1642149	222222	0	121.75	40.95238095
1642166	222222	0	-93.25	48.95238095
1642190	222222	0	-113.25	54.95238095
1642195	222222	0	25.75	46.95238095
1642245	222222	0	169.75	-46.04761905
1642260	222222	0	65.75	58.95238095
1642279	222222	0	18.75	52.95238095
1642350	222222	0	102.75	-1.547619048
1642351	222222	0	-58.25	-24.54761905
1642375	222222	0	124.75	1.452380952
1642381	222222	0	-43.25	-18.54761905
1642385	222222	0	80.75	19.45238095
1642389	222222	12	101.75	28.45238095
1642418	222222	68	-51.25	-28.54761905
1642427	222222	52	119.75	33.45238095
1642439	222222	32	28.75	38.45238095
1642443	222222	96	-102.25	21.45238095
1642496	222222	0	101.75	27.45238095
1642515	222222	0	-88.25	13.45238095
1642516	222222	0	-53.25	-22.54761905
1642529	222222	0	-48.25	-17.54761905
1642533	222222	0	-86.25	12.45238095
1642544	222222	100	98.75	39.45238095
1642547	222222	0	-89.25	37.45238095
1642549	222222	0	104.75	26.45238095
1642578	222222	96	-50.25	-26.54761905
1642606	222222	0	110.75	-2.547619048
1642624	222222	0	119.75	11.45238095
1642635	222222	0	-41.25	-15.54761905
1642648	222222	52	104.75	28.45238095
1642665	222222	84	121.75	43.45238095
1642676	222222	56	139.75	36.45238095
1642677	222222	0	-46.25	-3.547619048
1642681	222222	0	-44.25	-14.54761905
1642718	222222	0	-73.25	5.452380952
1642723	222222	0	-111.25	25.45238095
1642725	222222	28	121.75	-10.54761905
1642747	222222	0	-64.25	9.452380952
1642752	222222	0	-35.25	-5.547619048
1642764	222222	0	101.75	26.45238095
1642771	222222	0	-103.25	32.45238095
1642775	222222	0	119.75	45.45238095
1642874	222222	0	-65.25	48.45238095
1642883	222222	0	128.75	53.45238095
1642896	222222	0	59.75	43.45238095
1642904	222222	92	133.75	47.45238095
1642923	222222	0	94.75	51.45238095
1642930	222222	0	12.75	56.45238095
1642932	222222	0	103.75	53.45238095
1642933	222222	0	-56.25	-25.54761905
1642943	222222	0	23.75	48.45238095
1642958	222222	0	7.75	45.45238095
1642963	222222	100	100.75	25.45238095
1642966	222222	0	56.75	56.45238095
1642977	222222	0	123.75	41.45238095
1643075	222222	0	69.75	54.45238095
1643077	222222	0	133.75	45.45238095
1643167	222222	0	137.75	50.45238095
1643195	222222	0	-69.25	44.45238095
1643214	222222	0	80.75	43.45238095
1643236	222222	0	127.75	47.45238095
1643256	222222	0	-104.25	44.45238095
1643257	222222	0	140.75	39.45238095
1643339	222222	56	116.75	32.45238095
1643367	222222	80	100.75	38.45238095
1643376	222222	0	34.75	50.45238095
1643389	222222	0	110.75	30.45238095
1643407	222222	0	15.75	44.45238095
1643414	222222	0	32.75	54.45238095
1643438	222222	100	-63.25	-37.54761905
1643446	222222	0	45.75	48.45238095
1643463	222222	76	-91.25	39.45238095
1643481	222222	0	126.75	52.45238095
1643489	222222	24	-44.25	-18.54761905
1643509	222222	0	81.75	43.45238095
1643566	222222	0	-139.25	59.45238095
1643588	222222	0	-74.75	-15.04761905
1643603	222222	0	-44.75	-4.047619048
1643604	222222	0	-49.75	-5.047619048
1643629	222222	0	111.25	24.95238095
1643632	222222	0	-71.75	6.952380952
1643634	222222	0	-104.75	21.95238095
1643647	222222	0	-50.75	-24.04761905
1643653	222222	0	115.25	-2.047619048
1643672	222222	0	82.25	16.95238095
1643686	222222	20	105.25	28.95238095
1643689	222222	0	-109.75	29.95238095
1643784	222222	0	94.25	21.95238095
1643789	222222	0	-56.75	-18.04761905
1643793	222222	0	-47.75	-20.04761905
1643850	222222	0	80.25	20.95238095
1643860	222222	0	97.25	26.95238095
1643866	222222	20	117.25	24.95238095
1643868	222222	0	-35.75	-8.047619048
1643876	222222	80	91.25	22.95238095
1643881	222222	52	-90.75	15.95238095
1643884	222222	0	92.25	22.95238095
1643893	222222	92	-45.75	-23.04761905
1643941	222222	0	-35.75	-9.047619048
1643948	222222	0	-89.75	15.95238095
1643966	222222	0	105.25	16.95238095
1643972	222222	0	99.25	15.95238095
1643984	222222	0	-96.75	16.95238095
1644003	222222	72	-56.75	-10.04761905
1644014	222222	0	-50.75	-5.047619048
1644027	222222	0	102.25	25.95238095
1644056	222222	0	60.75	56.45238095
1644079	222222	36	-3.25	57.45238095
1644080	222222	100	-117.25	55.45238095
1644132	222222	0	124.25	-10.04761905
1644136	222222	96	-98.75	19.95238095
1644147	222222	100	-58.75	-13.04761905
1644157	222222	0	29.25	51.95238095
1644164	222222	0	-72.75	42.95238095
1644166	222222	0	-81.75	37.95238095
1644175	222222	0	30.25	39.95238095
1644182	222222	0	112.25	29.95238095
1644203	222222	0	-104.75	37.95238095
1644208	222222	84	106.25	51.95238095
1644211	222222	8	-97.75	30.95238095
1644224	222222	100	10.25	47.95238095
1644250	222222	8	-8.75	42.95238095
1644254	222222	0	19.25	42.95238095
1644268	222222	60	104.25	28.95238095
1644271	222222	0	44.25	42.95238095
1644288	222222	28	116.25	25.95238095
1644295	222222	0	52.25	27.95238095
1644334	222222	0	94.25	20.95238095
1644347	222222	0	134.25	46.95238095
1644356	222222	0	109.25	35.95238095
1644364	222222	0	103.25	26.95238095
1644370	222222	0	27.25	39.95238095
1644420	222222	0	116.25	54.95238095
1644438	222222	0	-98.75	21.95238095
1644455	222222	68	-97.75	38.95238095
1644481	222222	36	18.25	56.95238095
1644498	222222	0	-41.75	-17.04761905
1644506	222222	0	106.25	33.95238095
1644510	222222	0	-6.75	37.95238095
1644545	222222	100	35.25	39.95238095
1644574	222222	0	-120.75	42.95238095
1644581	222222	0	43.25	39.95238095
1644612	222222	0	-85.75	35.95238095
1644626	222222	0	-43.75	-22.04761905
1644666	222222	0	45.25	45.95238095
1644694	222222	100	-101.75	39.95238095
1644708	222222	96	175.25	-38.04761905
1644717	222222	0	111.25	48.95238095
1644746	222222	0	24.25	42.95238095
1644759	222222	0	125.952381	-8.75
1644798	222222	0	-41.04761905	-19.75
1644803	222222	0	-97.04761905	20.25
1644804	222222	32	109.952381	28.25
1644812	222222	0	118.952381	26.25
1644813	222222	20	121.952381	18.25
1644841	222222	0	106.952381	30.25
1644879	222222	0	-42.04761905	-19.75
1644942	222222	0	-65.04761905	8.25
1644948	222222	84	-48.04761905	-1.75
1645027	222222	100	-54.04761905	-18.75
1645036	222222	0	-65.04761905	9.25
1645065	222222	0	102.952381	-1.75
1645073	222222	0	114.952381	-1.75
1645076	222222	0	121.952381	-3.75
1645104	222222	0	117.952381	24.25
1645105	222222	0	78.95238095	14.25
1645121	222222	100	103.25	53.95238095
1645123	222222	0	23.25	61.95238095
1645127	222222	0	-95.75	48.95238095
1645140	222222	64	50.25	60.95238095
1645162	222222	32	57.25	56.95238095
1645183	222222	96	55.25	50.95238095
1645211	222222	0	112.25	50.95238095
1645214	222222	100	91.25	53.95238095
1645232	222222	12	65.25	56.95238095
1645261	222222	0	90.25	53.95238095
1645277	222222	0	41.25	53.95238095
1645330	222222	0	110.25	52.95238095
1645344	222222	0	-100.047619	32.25
1645383	222222	0	-68.04761905	8.25
1645390	222222	0	-109.047619	44.25
1645456	222222	0	-104.047619	48.25
1645460	222222	0	50.95238095	50.25
1645501	222222	0	41.95238095	39.25
1645508	222222	100	-61.04761905	-37.75
1645526	222222	0	-57.04761905	-22.75
1645542	222222	0	99.95238095	35.25
1645559	222222	100	122.952381	10.25
1645569	222222	0	-103.047619	39.25
1645575	222222	100	-55.04761905	-21.75
1645581	222222	24	113.952381	29.25
1645583	222222	100	139.952381	-34.75
1645587	222222	0	150.952381	-31.75
1645644	222222	0	-95.04761905	45.25
1645670	222222	40	105.952381	27.25
1645686	222222	0	-60.04761905	-23.75
1645713	222222	0	-73.04761905	18.25
1645716	222222	16	-95.04761905	31.25
1645755	222222	28	-0.047619047	49.25
1645757	222222	20	107.952381	27.25
1645770	222222	0	175.952381	-40.75
1645811	222222	24	110.952381	37.25
1645839	222222	0	-58.04761905	-36.75
1645876	222222	0	98.95238095	30.25
1645904	222222	0	-106.4494048	31.65178571
1645917	222222	0	-51.44940476	-3.348214286
1645963	222222	0	111.5505952	-2.348214286
1646022	222222	0	97.55059524	17.65178571
1646024	222222	0	103.5505952	23.65178571
1646050	222222	0	-84.44940476	10.65178571
1646082	222222	0	102.5505952	23.65178571
1646098	222222	0	-47.44940476	-1.348214286
1646147	222222	0	-68.44940476	7.651785714
1646155	222222	0	-64.44940476	-17.34821429
1646229	222222	0	25.95238095	41.25
1646233	222222	32	27.95238095	44.25
1646239	222222	76	64.95238095	54.25
1646272	222222	44	9.952380953	59.25
1646276	222222	0	13.95238095	56.25
1646298	222222	0	109.952381	49.25
1646304	222222	12	91.95238095	54.25
1646307	222222	0	104.952381	50.25
1646316	222222	0	131.952381	46.25
1646376	222222	0	128.952381	52.25
1646378	222222	0	125.952381	42.25
1646379	222222	0	-69.04761905	45.25
1646425	222222	0	55.95238095	58.25
1646437	222222	0	-117.047619	48.25
1646443	222222	0	72.95238095	41.25
1646458	222222	0	41.95238095	43.25
1646478	222222	88	57.95238095	56.25
1646482	222222	0	35.95238095	58.25
1646507	222222	0	65.95238095	54.25
1646524	222222	0	119.952381	51.25
1646525	222222	52	-78.04761905	44.25
1646531	222222	96	87.95238095	56.25
1646537	222222	0	85.95238095	57.25
1646625	222222	0	50.55059524	34.65178571
1646694	222222	0	-88.44940476	31.65178571
1646717	222222	0	-39.44940476	-12.34821429
1646732	222222	0	-40.44940476	-20.34821429
1646742	222222	100	-65.44940476	-33.34821429
1646792	222222	100	-62.44940476	-38.34821429
1646813	222222	0	-104.4494048	41.65178571
1646831	222222	80	77.55059524	39.65178571
1646850	222222	0	19.55059524	43.65178571
1646851	222222	0	-87.44940476	31.65178571
1646866	222222	0	115.5505952	29.65178571
1646875	222222	0	106.5505952	29.65178571
1646890	222222	44	117.5505952	28.65178571
1646903	222222	0	98.55059524	10.65178571
1646931	222222	60	-40.44940476	-18.34821429
1646940	222222	100	74.55059524	27.65178571
1646944	222222	0	113.5505952	24.65178571
1647042	222222	0	91.45238095	29.15178571
1647073	222222	0	116.452381	24.15178571
1647075	222222	0	105.452381	15.15178571
1647080	222222	100	71.45238095	26.15178571
1647099	222222	0	-51.54761905	-19.84821429
1647101	222222	0	-49.54761905	-3.848214286
1647109	222222	88	-51.54761905	-15.84821429
1647172	222222	0	150.452381	-26.84821429
1647190	222222	0	-60.54761905	2.151785714
1647195	222222	0	120.452381	17.15178571
1647210	222222	20	109.452381	19.15178571
1647214	222222	0	98.45238095	23.15178571
1647218	222222	0	-73.54761905	-3.848214286
1647220	222222	0	101.452381	-0.848214286
1647250	222222	0	95.45238095	24.15178571
1647273	222222	0	-76.54761905	1.151785714
1647302	222222	0	66.95238095	58.25
1647304	222222	0	159.952381	58.25
1647306	222222	20	28.95238095	61.25
1647334	222222	0	53.95238095	58.25
1647350	222222	0	80.55059524	55.65178571
1647398	222222	0	69.55059524	52.65178571
1647405	222222	0	107.5505952	51.65178571
1647406	222222	0	-82.44940476	48.65178571
1647415	222222	0	102.5505952	46.65178571
1647426	222222	0	170.5505952	-45.34821429
1647431	222222	0	-103.4494048	42.65178571
1647435	222222	16	122.5505952	40.65178571
1647450	222222	0	105.5505952	49.65178571
1647464	222222	76	34.55059524	48.65178571
1647493	222222	0	44.55059524	48.65178571
1647508	222222	0	130.5505952	50.65178571
1647540	222222	100	-119.4494048	47.65178571
1647616	222222	0	-118.4494048	42.65178571
1647657	222222	0	-7.449404762	43.65178571
1647658	222222	100	105.5505952	48.65178571
1647673	222222	0	-104.4494048	40.65178571
1647698	222222	0	103.5505952	46.65178571
1647712	222222	100	-110.4494048	52.65178571
1647719	222222	68	124.5505952	45.65178571
1647741	222222	0	-90.54761905	17.15178571
1647802	222222	0	-95.54761905	34.15178571
1647864	222222	0	-94.54761905	36.15178571
1647888	222222	0	-95.54761905	33.15178571
1647912	222222	0	120.452381	24.15178571
1647953	222222	0	-71.54761905	-33.84821429
1647986	222222	0	-155.547619	19.15178571
1647987	222222	0	-107.547619	39.15178571
1647988	222222	80	-52.54761905	-13.84821429
1648008	222222	8	138.452381	36.15178571
1648025	222222	0	-98.54761905	38.15178571
1648034	222222	0	81.45238095	19.15178571
1648035	222222	0	-98.54761905	23.15178571
1648043	222222	0	107.452381	27.15178571
1648052	222222	0	108.452381	35.15178571
1648064	222222	28	80.45238095	20.15178571
1648083	222222	0	121.452381	17.15178571
1648095	222222	100	115.452381	30.15178571
1648126	222222	96	116.452381	28.15178571
1648129	222222	0	93.45238095	32.15178571
1648138	222222	0	-71.54761905	-30.84821429
1648167	222222	0	-57.04761905	-2.348214286
1648192	222222	0	-46.04761905	-1.348214286
1648238	222222	8	-100.047619	19.65178571
1648240	222222	0	79.95238095	23.65178571
1648264	222222	0	106.952381	21.65178571
1648322	222222	0	95.95238095	22.65178571
1648349	222222	4	110.952381	-7.348214286
1648378	222222	0	-64.04761905	8.651785714
1648391	222222	80	89.95238095	23.65178571
1648395	222222	0	104.952381	20.65178571
1648416	222222	0	90.55059524	56.65178571
1648440	222222	0	66.55059524	57.65178571
1648461	222222	0	-8.449404762	54.65178571
1648492	222222	0	83.55059524	56.65178571
1648505	222222	48	23.55059524	60.65178571
1648525	222222	0	51.55059524	56.65178571
1648527	222222	80	22.55059524	61.65178571
1648550	222222	60	107.452381	35.15178571
1648554	222222	0	99.45238095	47.15178571
1648576	222222	68	17.45238095	47.15178571
1648607	222222	0	108.452381	47.15178571
1648656	222222	12	30.45238095	37.15178571
1648670	222222	0	24.45238095	37.15178571
1648675	222222	40	27.45238095	39.15178571
1648684	222222	92	131.452381	47.15178571
1648713	222222	0	87.45238095	47.15178571
1648723	222222	0	133.452381	49.15178571
1648780	222222	20	-93.54761905	41.15178571
1648820	222222	0	111.452381	52.15178571
1648823	222222	20	118.452381	34.15178571
1648837	222222	0	-92.54761905	37.15178571
1648842	222222	76	115.952381	38.65178571
1648855	222222	0	59.95238095	32.65178571
1648856	222222	36	96.95238095	19.65178571
1648857	222222	0	-92.04761905	37.65178571
1648885	222222	0	101.952381	23.65178571
1648910	222222	100	-101.047619	32.65178571
1648945	222222	72	108.952381	21.65178571
1648950	222222	0	-99.04761905	23.65178571
1648988	222222	0	103.952381	27.65178571
1648994	222222	64	-106.047619	34.65178571
1648996	222222	0	139.952381	-37.34821429
1649001	222222	28	112.952381	26.65178571
1649023	222222	0	60.95238095	36.65178571
1649061	222222	0	55.95238095	31.65178571
1649081	222222	0	120.952381	-33.34821429
1649177	222222	0	-97.04761905	30.65178571
1649207	222222	0	114.952381	27.65178571
1649211	222222	68	-98.04761905	37.65178571
1649234	222222	100	110.6517857	-6.75
1649241	222222	0	102.6517857	19.25
1649243	222222	0	107.6517857	-2.75
1649282	222222	0	-63.34821429	9.25
1649303	222222	0	-49.34821429	-23.75
1649314	222222	0	120.6517857	-1.75
1649338	222222	0	-69.34821429	8.25
1649353	222222	0	120.6517857	16.25
1649354	222222	64	112.6517857	23.25
1649368	222222	0	-73.34821429	5.25
1649403	222222	0	-46.34821429	-1.75
1649404	222222	0	104.6517857	21.25
1649420	222222	0	100.6517857	-0.75
1649423	222222	0	-76.34821429	20.25
1649426	222222	0	-55.34821429	-9.75
1649463	222222	0	64.45238095	57.15178571
1649508	222222	0	69.45238095	57.15178571
1649530	222222	100	67.45238095	52.15178571
1649538	222222	0	-118.547619	56.15178571
1649543	222222	0	62.45238095	58.15178571
1649566	222222	0	81.45238095	56.15178571
1649569	222222	0	32.45238095	54.15178571
1649635	222222	100	22.45238095	53.15178571
1649713	222222	40	85.95238095	44.65178571
1649747	222222	76	114.952381	41.65178571
1649759	222222	0	-108.047619	39.65178571
1649787	222222	44	120.952381	30.65178571
1649819	222222	0	-69.04761905	44.65178571
1649821	222222	0	37.95238095	40.65178571
1649840	222222	100	-100.047619	45.65178571
1649888	222222	0	25.95238095	46.65178571
1649921	222222	0	-83.04761905	38.65178571
1649922	222222	0	40.95238095	34.65178571
1649984	222222	16	139.952381	37.65178571
1649993	222222	0	115.952381	48.65178571
1650038	222222	0	-58.34821429	-15.75
1650039	222222	0	36.65178571	37.25
1650043	222222	0	149.6517857	-32.75
1650046	222222	0	-68.34821429	-27.75
1650074	222222	96	-98.34821429	20.25
1650086	222222	52	-100.3482143	27.25
1650090	222222	0	105.6517857	27.25
1650110	222222	0	-60.34821429	-30.75
1650133	222222	0	94.65178571	19.25
1650144	222222	20	-90.34821429	19.25
1650146	222222	0	-40.34821429	-12.75
1650188	222222	44	115.6517857	-28.75
1650189	222222	20	107.6517857	13.25
1650216	222222	44	73.65178571	27.25
1650218	222222	0	-102.3482143	28.25
1650243	222222	36	105.6517857	16.25
1650249	222222	0	-69.34821429	-12.75
1650258	222222	0	-89.34821429	14.25
1650264	222222	0	82.65178571	29.25
1650364	222222	0	94.35119048	22.75
1650373	222222	0	94.35119048	21.75
1650423	222222	0	-63.64880952	-10.25
1650436	222222	56	-39.64880952	-16.25
1650511	222222	8	-69.64880952	10.75
1650530	222222	0	-58.64880952	-10.25
1650531	222222	0	95.35119048	24.75
1650586	222222	0	46.45238095	61.15178571
1650603	222222	0	56.95238095	57.65178571
1650604	222222	0	14.95238095	44.65178571
1650621	222222	84	132.952381	47.65178571
1650684	222222	0	10.95238095	53.65178571
1650699	222222	40	-69.04761905	47.65178571
1650704	222222	0	135.952381	48.65178571
1650706	222222	56	-114.047619	50.65178571
1650711	222222	0	5.952380953	51.65178571
1650734	222222	0	115.952381	49.65178571
1650737	222222	100	-106.047619	49.65178571
1650780	222222	0	14.95238095	49.65178571
1650789	222222	0	-90.04761905	50.65178571
1650808	222222	0	-4.047619047	52.65178571
1650848	222222	100	22.95238095	54.65178571
1650851	222222	48	8.952380953	54.65178571
1650861	222222	0	-159.047619	56.65178571
1650870	222222	0	142.952381	43.65178571
1650906	222222	0	-88.34821429	47.25
1650915	222222	0	152.6517857	-30.75
1650924	222222	0	47.65178571	38.25
1650925	222222	0	-81.34821429	35.25
1650931	222222	0	36.65178571	40.25
1650941	222222	0	20.65178571	38.25
1650952	222222	0	-81.34821429	37.25
1650964	222222	36	116.6517857	40.25
1650991	222222	100	54.65178571	37.25
1650994	222222	100	121.6517857	41.25
1651004	222222	100	47.65178571	34.25
1651009	222222	0	-79.34821429	40.25
1651017	222222	0	-3.348214286	38.25
1651023	222222	0	-77.34821429	37.25
1651038	222222	0	21.65178571	40.25
1651043	222222	0	21.65178571	39.25
1651047	222222	0	112.6517857	37.25
1651064	222222	0	98.65178571	36.25
1651071	222222	72	-79.34821429	47.25
1651074	222222	0	-84.34821429	35.25
1651085	222222	0	-61.34821429	-34.75
1651090	222222	4	42.65178571	37.25
1651097	222222	100	-59.34821429	-32.75
1651119	222222	0	-111.3482143	39.25
1651136	222222	0	-6.348214286	43.25
1651173	222222	100	51.65178571	35.25
1651180	222222	100	-102.3482143	41.25
1651199	222222	0	69.65178571	30.25
1651224	222222	0	-52.64880952	-20.25
1651235	222222	0	96.35119048	21.75
1651299	222222	0	93.35119048	21.75
1651310	222222	100	-57.64880952	-29.25
1651389	222222	100	151.3511905	-27.25
1651410	222222	0	84.35119048	23.75
1651418	222222	0	97.35119048	18.75
1651435	222222	0	-58.64880952	-27.25
1651509	222222	0	118.3511905	27.75
1651510	222222	0	-86.84821429	21.15178571
1651512	222222	0	94.15178571	19.15178571
1651520	222222	0	111.1517857	-2.848214286
1651550	222222	0	-88.84821429	21.15178571
1651571	222222	0	-45.84821429	-3.848214286
1651579	222222	56	81.15178571	20.15178571
1651586	222222	0	-45.84821429	-6.848214286
1651592	222222	36	98.15178571	16.15178571
1651624	222222	0	101.1517857	18.15178571
1651627	222222	0	-77.84821429	-8.848214286
1651645	222222	0	-67.84821429	10.15178571
1651661	222222	0	-58.84821429	-14.84821429
1651675	222222	0	101.1517857	19.15178571
1651685	222222	0	-50.84821429	-7.848214286
1651697	222222	0	100.1517857	1.151785714
1651735	222222	0	17.95238095	59.65178571
1651743	222222	0	21.95238095	62.65178571
1651747	222222	0	-3.047619047	54.65178571
1651821	222222	96	67.65178571	54.25
1651828	222222	0	-9.348214285	54.25
1651854	222222	0	-60.34821429	46.25
1651874	222222	0	81.65178571	55.25
1651880	222222	68	82.65178571	41.25
1651913	222222	32	136.6517857	50.25
1651922	222222	0	115.6517857	48.25
1651963	222222	0	123.6517857	41.25
